-4.00+23.10+0.00+21.97+ 0.00+338
-3.00+23.10+0.00+21.88+ 0.00+338
-4.00+23.10+0.00+21.88+ 0.00+338
-3.00+23.10+0.00+21.97+ 0.00+338
-3.00+23.10+0.00+21.88+ 0.00+338
-3.00+23.10+0.00+21.97+ 0.00+338
-3.00+23.10+0.00+21.97+ 0.00+338
